id,created_at,buyer_entity_id,claims
5671,2021-03-30 20:32:12 UTC,882833,"[1174743]"
5672,2021-03-30 20:32:13 UTC,882833,"[1146322]"
5673,2021-03-30 20:32:13 UTC,882833,"[1174730]"
5674,2021-03-30 20:32:13 UTC,882833,"[1097679]"
5676,2021-03-30 20:32:13 UTC,882833,"[1115613]"
5678,2021-03-30 20:32:13 UTC,882833,"[1115640]"
5679,2021-03-30 20:32:13 UTC,882833,"[1115568]"
5680,2021-03-30 20:32:13 UTC,882833,"[1174720]"
4679,2021-02-25 20:27:25 UTC,882833,"[1062121]"
5222,2021-03-11 22:21:50 UTC,882833,"[1514674]"
5244,2021-03-17 15:53:01 UTC,2107255,"[1051941]"
5245,2021-03-17 15:53:01 UTC,2107255,"[1051913]"
5247,2021-03-17 15:53:01 UTC,2107255,"[1051923]"
5248,2021-03-17 15:53:01 UTC,2107255,"[1051967]"
5249,2021-03-17 15:53:01 UTC,2107255,"[1051918]"
41868,2021-08-02 21:02:54 UTC,882833,"[1672269]"
3264,2020-12-28 18:12:34 UTC,882833,"[1179309]"
3583,2021-01-27 22:05:07 UTC,882833,"[1182430]"
3584,2021-01-27 22:05:07 UTC,882833,"[1135709]"
5251,2021-03-17 15:53:01 UTC,2107255,"[1051942]"
5252,2021-03-17 15:53:01 UTC,2107255,"[1051928]"
5254,2021-03-17 15:53:01 UTC,2107255,"[1051944]"
5256,2021-03-17 15:53:02 UTC,2107255,"[1051963]"
5257,2021-03-17 15:53:02 UTC,2107255,"[1051936]"
5258,2021-03-17 15:53:02 UTC,2107255,"[1051960]"
5259,2021-03-17 15:53:02 UTC,2107255,"[1051938]"
5261,2021-03-17 15:53:02 UTC,2107255,"[1051954]"
5262,2021-03-17 15:53:02 UTC,2107255,"[1051925]"
5263,2021-03-17 15:53:02 UTC,2107255,"[1051946]"
5265,2021-03-17 20:35:29 UTC,1959696,"[1161995]"
5267,2021-03-18 20:56:15 UTC,882833,"[1505077]"
5270,2021-03-18 20:57:27 UTC,882833,"[1506133]"
5274,2021-03-18 20:58:59 UTC,882833,"[1506488]"
16605,2021-04-07 01:47:24 UTC,2368148,"[1238471]"
27612,2021-04-21 14:37:50 UTC,2368148,"[1532504]"
3585,2021-01-27 22:05:07 UTC,882833,"[1062362]"
4506,2021-02-19 19:37:32 UTC,882833,"[1161872]"
4299,2021-02-17 20:25:18 UTC,882833,"[1439537]"
4451,2021-02-18 20:21:16 UTC,882833,"[1485836]"
4457,2021-02-18 20:21:17 UTC,882833,"[1489015]"
250,2020-09-22 18:10:11 UTC,882833,"[758069]"
