id,negotiation_id,legal_entity_id,action
33593,4805,882833,offer
33594,4806,882833,offer
33595,4807,882833,offer
33596,4808,882833,offer
33597,4809,882833,offer
108034,4016,882833,offer
33598,4810,882833,offer
33599,4811,882833,offer
33600,4812,882833,offer
108035,4017,882833,offer
33601,4813,882833,offer
33602,4814,882833,offer
33603,4815,882833,offer
121010,24052,,cancel
33604,4817,882833,offer
33605,4818,882833,offer
33606,4821,882833,offer
48949,26557,2368148,offer
6382,3647,2339600,sign
67612,34607,2356601,offer
67616,34611,2356601,offer
67617,34612,2356601,offer
67618,34613,2356601,offer
67619,34614,2356601,offer
33607,4822,882833,offer
33608,4824,882833,offer
33609,4825,882833,offer
33610,4826,882833,offer
33611,4827,882833,offer
33612,4828,882833,offer
33613,4829,882833,offer
33614,4830,882833,offer
33615,4831,882833,offer
33616,4832,882833,offer
33617,4833,882833,offer
33618,4834,882833,offer
33619,4835,882833,offer
108036,4021,882833,offer
33620,4836,882833,offer
33621,4838,882833,offer
33622,4839,882833,offer
108037,4024,882833,offer
33623,4840,882833,offer
33624,4841,882833,offer
121011,24060,,cancel
33625,4842,882833,offer
33626,4843,882833,offer
33627,4844,882833,offer
33628,4845,882833,offer
33629,4846,882833,offer
33630,4847,882833,offer
33631,4848,882833,offer
33632,4849,882833,offer
33633,4850,882833,offer
33634,4851,882833,offer
33635,4852,882833,offer
33636,4853,882833,offer
33637,4855,882833,offer
33638,4856,882833,offer
33639,4857,882833,offer
33640,4858,882833,offer
33641,4859,882833,offer
33642,4860,882833,offer
33643,4861,882833,offer
33644,4862,882833,offer
33645,4863,882833,offer
33646,4864,882833,offer
33647,4865,882833,offer
33648,4866,882833,offer
33649,4867,882833,offer
108038,4025,882833,offer
33650,4868,882833,offer
33651,4869,882833,offer
33652,4870,882833,offer
108039,4027,882833,offer
33653,4872,882833,offer
108040,4028,882833,offer
33654,4873,882833,offer
108041,4029,882833,offer
33655,4874,882833,offer
33656,4875,882833,offer
121012,24062,,cancel
108042,4031,882833,offer
33658,4877,882833,offer
48950,26558,2368148,offer
108043,4032,882833,offer
108044,4033,882833,offer
108045,4034,882833,offer
33663,4884,882833,offer
33664,4885,882833,offer
108046,4038,882833,offer
33665,4886,882833,offer
33666,4887,882833,offer
33667,4888,882833,offer
33668,4889,882833,offer
33669,4890,882833,offer
33670,4891,882833,offer
33671,4892,882833,offer
33672,4893,882833,offer
4053,2282,2071973,add_payment_info
4054,2315,2028115,offer
33673,4894,882833,offer
33674,4895,882833,offer
121013,24068,,cancel
108047,4040,882833,offer
33676,4899,882833,offer
33677,4900,882833,offer
108048,4046,882833,offer
33678,4901,882833,offer
33679,4902,882833,offer
108049,4048,882833,offer
33680,4903,882833,offer
33681,4906,882833,offer
33682,4907,882833,offer
33683,4908,882833,offer
33684,4909,882833,offer
33685,4910,882833,offer
33686,4912,882833,offer
33687,4913,882833,offer
10068,4313,882833,offer
67620,34615,2356601,offer
67621,34616,2356601,offer
67622,34617,2356601,offer
67623,34618,2356601,offer
67624,34619,2356601,offer
67625,34620,2356601,offer
67626,34621,2356601,offer
67627,34622,2356601,offer
67628,34623,2356601,offer
67629,34624,2356601,offer
67630,34625,2356601,offer
67631,34626,2356601,offer
67632,34627,2356601,offer
4026,974,,cancel
33688,4914,882833,offer
108050,4053,882833,offer
33689,4915,882833,offer
33690,4916,882833,offer
108051,4056,882833,offer
33691,4917,882833,offer
33692,4918,882833,offer
108052,4060,882833,offer
33693,4919,882833,offer
33694,4920,882833,offer
108053,4064,882833,offer
33695,4921,882833,offer
33696,4922,882833,offer
108054,4065,882833,offer
33697,4923,882833,offer
33698,4925,882833,offer
108055,4073,882833,offer
33699,4926,882833,offer
33700,4927,882833,offer
108056,4074,882833,offer
33701,4928,882833,offer
33702,4930,882833,offer
108057,21691,882833,offer
33703,4931,882833,offer
33704,4932,882833,offer
108058,21700,882833,offer
33705,4933,882833,offer
33706,4934,882833,offer
121014,24072,,cancel
33707,4935,882833,offer
33708,4936,882833,offer
33709,4937,882833,offer
33710,4938,882833,offer
108059,21710,882833,offer
33711,4939,882833,offer
111724,41409,2129659,offer
108060,3471,882833,offer
33713,4941,882833,offer
33714,4942,882833,offer
33712,4940,882833,offer
33715,4943,882833,offer
33716,4944,882833,offer
33717,4945,882833,offer
48951,26559,2368148,offer
67633,34628,2356601,offer
67634,34629,2356601,offer
67635,34630,2356601,offer
67636,34631,2356601,offer
67637,34632,2356601,offer
67638,34633,2356601,offer
67639,34634,2356601,offer
67640,34635,2356601,offer
67641,34636,2356601,offer
67642,34637,2356601,offer
67643,34638,2356601,offer
67644,34639,2356601,offer
67645,34640,2356601,offer
67646,34641,2356601,offer
67647,34642,2356601,offer
67648,34643,2356601,offer
67649,34644,2356601,offer
33718,4946,882833,offer
33719,4947,882833,offer
33720,4948,882833,offer
33722,4950,882833,offer
108061,3473,882833,offer
33723,4951,882833,offer
33724,4952,882833,offer
108062,3474,882833,offer
33725,4953,882833,offer
33726,4954,882833,offer
33748,5003,882833,offer
33727,4955,882833,offer
33728,4956,882833,offer
111725,41410,2129659,offer
33729,4958,882833,offer
48952,26560,2368148,offer
767,227,,cancel
33730,4960,882833,offer
33731,4961,882833,offer
33732,4962,882833,offer
33733,4963,882833,offer
33734,4964,882833,offer
33735,4965,882833,offer
33736,4991,882833,offer
33737,4992,882833,offer
33738,4993,882833,offer
33739,4994,882833,offer
33740,4995,882833,offer
33741,4996,882833,offer
33742,4997,882833,offer
33744,4999,882833,offer
33745,5000,882833,offer
33746,5001,882833,offer
33747,5002,882833,offer
9126,3685,2340746,sign
6389,3594,2342209,add_payment_info
33749,5004,882833,offer
108063,3475,882833,offer
33750,5005,882833,offer
4035,977,,cancel
33751,5006,882833,offer
33763,5018,882833,offer
33752,5007,882833,offer
33753,5008,882833,offer
33754,5009,882833,offer
33755,5010,882833,offer
33756,5011,882833,offer
33757,5012,882833,offer
33758,5013,882833,offer
33759,5014,882833,offer
33760,5015,882833,offer
33761,5016,882833,offer
33762,5017,882833,offer
121015,24086,,cancel
33764,5019,882833,offer
33765,5020,882833,offer
6390,3488,2339207,accept
9127,3685,2340746,add_payment_info
10120,4107,882833,offer
10121,4108,882833,offer
10122,4109,882833,offer
10123,4110,882833,offer
10124,4111,882833,offer
10125,4112,882833,offer
10126,4113,882833,offer
10127,4114,882833,offer
10128,4115,882833,offer
10129,4116,882833,offer
10130,4117,882833,offer
33766,5021,882833,offer
33767,5022,882833,offer
108064,3476,882833,offer
33768,5023,882833,offer
33769,5024,882833,offer
108065,3477,882833,offer
33770,5025,882833,offer
33771,5026,882833,offer
33772,5027,882833,offer
108066,3478,882833,offer
33773,5028,882833,offer
67650,34645,2356601,offer
33774,5030,882833,offer
33775,5031,882833,offer
108067,3479,882833,offer
33776,5032,882833,offer
33777,5033,882833,offer
108068,3480,882833,offer
33778,5034,882833,offer
33779,5035,882833,offer
108069,3481,882833,offer
33780,5036,882833,offer
33781,5037,882833,offer
108070,3484,882833,offer
33782,5039,882833,offer
33783,5040,882833,offer
108071,3485,882833,offer
33784,5041,882833,offer
33785,5042,882833,offer
108072,3489,882833,offer
33786,5043,882833,offer
33787,5044,882833,offer
33788,5045,882833,offer
33789,5046,882833,offer
33790,5047,882833,offer
108073,3490,882833,offer
33791,5048,882833,offer
33792,5049,882833,offer
108074,3492,882833,offer
33793,5050,882833,offer
33794,5051,882833,offer
33795,5052,882833,offer
33796,5053,882833,offer
108075,3494,882833,offer
33797,5054,882833,offer
33798,5055,882833,offer
108076,3496,882833,offer
33799,5056,882833,offer
33800,5057,882833,offer
33801,5058,882833,offer
33802,5059,882833,offer
33803,5060,882833,offer
33804,5061,882833,offer
48953,26561,2368148,offer
33805,5062,882833,offer
33806,5064,882833,offer
33807,5065,882833,offer
33808,5066,882833,offer
33809,5067,882833,offer
33810,5068,882833,offer
33811,5069,882833,offer
33812,5070,882833,offer
33813,5071,882833,offer
33814,5072,882833,offer
33815,5074,882833,offer
108077,3498,882833,offer
33816,5075,882833,offer
33817,5076,882833,offer
33818,5077,882833,offer
108078,3499,882833,offer
33819,5078,882833,offer
33820,5079,882833,offer
33821,5080,882833,offer
33822,5081,882833,offer
33823,5082,882833,offer
33824,5083,882833,offer
33825,5084,882833,offer
33826,5085,882833,offer
33827,5086,882833,offer
33828,5088,882833,offer
7236,3621,2001530,add_payment_info
33829,5089,882833,offer
33830,5090,882833,offer
33831,5091,882833,offer
33832,5092,882833,offer
33833,5093,882833,offer
33834,5094,882833,offer
33835,5095,882833,offer
33836,5096,882833,offer
33837,5098,882833,offer
33838,5099,882833,offer
33839,5100,882833,offer
33840,5101,882833,offer
33841,5102,882833,offer
33842,5103,882833,offer
6386,3647,,stage_for_transfer
3993,950,,cancel
33843,5104,882833,offer
108079,3502,882833,offer
33844,5105,882833,offer
33845,5106,882833,offer
108080,3503,882833,offer
33846,5107,882833,offer
33847,5108,882833,offer
48954,26562,2368148,offer
48955,26563,2368148,offer
121016,24097,,cancel
33848,5109,882833,offer
33849,5110,882833,offer
67651,34646,2356601,offer
33850,5111,882833,offer
33851,5112,882833,offer
33852,5113,882833,offer
33853,5114,882833,offer
33854,5115,882833,offer
33855,5116,882833,offer
33856,5117,882833,offer
33857,5118,882833,offer
33858,5119,882833,offer
33859,5120,882833,offer
33867,5128,882833,offer
33868,5129,882833,offer
33869,5130,882833,offer
33870,5131,882833,offer
33871,5132,882833,offer
33872,5133,882833,offer
33873,5134,882833,offer
33874,5135,882833,offer
33875,5136,882833,offer
4236,499,882833,retract
33876,5137,882833,offer
108081,3505,882833,offer
33877,5138,882833,offer
33878,5139,882833,offer
108082,3506,882833,offer
33879,5140,882833,offer
33880,5141,882833,offer
33881,5142,882833,offer
108083,3507,882833,offer
33882,5143,882833,offer
108084,3508,882833,offer
33883,5144,882833,offer
108085,3509,882833,offer
33884,5145,882833,offer
770,242,,cancel
33885,5146,882833,offer
108086,3510,882833,offer
33886,5147,882833,offer
33887,5148,882833,offer
33888,5149,882833,offer
108087,3513,882833,offer
33889,5150,882833,offer
33890,5152,882833,offer
108088,3514,882833,offer
33891,5153,882833,offer
33892,5154,882833,offer
108089,3516,882833,offer
33893,5156,882833,offer
33894,5157,882833,offer
116669,42374,2511458,sign
33895,5158,882833,offer
4243,419,,cancel
4309,668,882833,retract
108090,3517,882833,offer
33896,5159,882833,offer
33897,5160,882833,offer
108091,3518,882833,offer
33898,5161,882833,offer
33899,5162,882833,offer
108092,3521,882833,offer
33900,5163,882833,offer
33901,5164,882833,offer
108093,3523,882833,offer
33902,5165,882833,offer
33903,5166,882833,offer
111726,41411,2129659,offer
33904,5167,882833,offer
9147,4409,882833,offer
48956,26564,2368148,offer
6394,3472,2337618,offer
67652,34647,2356601,offer
67653,34648,2356601,offer
67661,34656,2356601,offer
67662,34657,2356601,offer
67663,34658,2356601,offer
67664,34659,2356601,offer
67665,34660,2356601,offer
67666,34661,2356601,offer
67667,34662,2356601,offer
67668,34663,2356601,offer
67669,34664,2356601,offer
67670,34665,2356601,offer
67671,34666,2356601,offer
67672,34667,2356601,offer
67673,34668,2356601,offer
33905,5168,882833,offer
108094,3525,882833,offer
33906,5169,882833,offer
33907,5170,882833,offer
108095,3526,882833,offer
33908,5172,882833,offer
48957,26565,2368148,offer
33909,5174,882833,offer
33910,5176,882833,offer
6395,3488,2339207,sign
5839,3283,2305777,add_payment_info
5838,3283,2305777,sign
5837,3283,2305777,accept
27272,18041,2368148,offer
27273,18042,2368148,offer
27274,18043,2368148,offer
27275,18044,2368148,offer
27276,18045,2368148,offer
27277,18046,2368148,offer
27278,18047,2368148,offer
27279,18048,2368148,offer
27280,18049,2368148,offer
27281,18050,2368148,offer
27282,18051,2368148,offer
27283,18052,2368148,offer
27284,18053,2368148,offer
27285,18054,2368148,offer
27289,18058,2368148,offer
27292,18061,2368148,offer
27293,18062,2368148,offer
33911,5177,882833,offer
33912,5178,882833,offer
33913,5179,882833,offer
33914,5181,882833,offer
108096,3527,882833,offer
33915,5182,882833,offer
33916,5183,882833,offer
108097,3968,882833,offer
33917,5184,882833,offer
33918,5185,882833,offer
33919,5186,882833,offer
108098,3975,882833,offer
33920,5187,882833,offer
33921,5188,882833,offer
108099,21689,882833,offer
33922,5189,882833,offer
33923,5190,882833,offer
5487,2994,2028115,offer
108100,21693,882833,offer
33925,2048,882833,offer
33926,2049,882833,offer
108101,21694,882833,offer
33927,2050,882833,offer
33928,2052,882833,offer
108102,21697,882833,offer
33929,2053,882833,offer
33930,2054,882833,offer
108103,21698,882833,offer
33931,2055,882833,offer
33932,2057,882833,offer
108104,21704,882833,offer
33933,2058,882833,offer
33934,2060,882833,offer
121017,24118,,cancel
33935,2061,882833,offer
33936,2063,882833,offer
33937,2064,882833,offer
108105,21712,882833,offer
48958,26566,2368148,offer
33938,2065,882833,offer
33939,2066,882833,offer
33940,2067,882833,offer
33941,2070,882833,offer
33942,2071,882833,offer
33943,2073,882833,offer
33944,2074,882833,offer
33945,2076,882833,offer
33946,2078,882833,offer
33947,2080,882833,offer
33948,2081,882833,offer
33949,3293,882833,offer
33950,3296,882833,offer
33951,4668,882833,offer
33952,4669,882833,offer
33953,4670,882833,offer
33954,4671,882833,offer
33955,4672,882833,offer
33956,4673,882833,offer
33957,4674,882833,offer
33958,4675,882833,offer
33959,4676,882833,offer
33960,4677,882833,offer
33961,4678,882833,offer
33962,4679,882833,offer
38322,4095,882833,offer
38604,2214,882833,confirm_payment_info
38517,1971,882833,offer
38518,1972,882833,offer
7338,3508,882833,offer
38519,2082,882833,offer
38520,2083,882833,offer
108106,21719,882833,offer
38521,2084,882833,offer
38522,2086,882833,offer
38523,2087,882833,offer
108107,39536,882833,offer
38524,2088,882833,offer
38525,2089,882833,offer
38526,2090,882833,offer
38527,2567,882833,offer
38528,2625,882833,offer
38529,4459,882833,offer
48959,26567,2368148,offer
108108,39537,882833,offer
38530,4460,882833,offer
38531,4461,882833,offer
38532,4462,882833,offer
38533,4463,882833,offer
38534,4464,882833,offer
38535,4465,882833,offer
38536,4466,882833,offer
38537,4467,882833,offer
38538,4468,882833,offer
38539,4469,882833,offer
38540,4470,882833,offer
38541,4471,882833,offer
38542,4472,882833,offer
38543,4473,882833,offer
38544,4474,882833,offer
10215,4625,882833,offer
10216,4626,882833,offer
38545,4475,882833,offer
108109,39538,882833,offer
38546,4476,882833,offer
38547,4477,882833,offer
38548,4478,882833,offer
108160,3963,882833,offer
38549,4479,882833,offer
38550,4480,882833,offer
38551,4481,882833,offer
108161,3966,882833,offer
38552,4482,882833,offer
38553,4483,882833,offer
38554,4484,882833,offer
38555,4485,882833,offer
5523,3030,2028115,offer
38556,4486,882833,offer
38557,4488,882833,offer
38558,4491,882833,offer
38559,4492,882833,offer
38560,4493,882833,offer
38561,4494,882833,offer
38562,4496,882833,offer
38563,4497,882833,offer
38564,4498,882833,offer
38565,4499,882833,offer
38566,4502,882833,offer
38567,4503,882833,offer
38568,4504,882833,offer
38569,4506,882833,offer
38570,4508,882833,offer
38571,4509,882833,offer
38572,4510,882833,offer
38573,4511,882833,offer
4020,969,,cancel
38574,4512,882833,offer
108113,39507,882833,offer
38575,4513,882833,offer
108114,39508,882833,offer
38576,4516,882833,offer
38577,4518,882833,offer
38632,2849,882833,offer
38578,4519,882833,offer
38579,4520,882833,offer
111727,41412,2129659,offer
38580,4521,882833,offer
48960,26568,2368148,offer
38581,4522,882833,offer
38582,4523,882833,offer
38583,4524,882833,offer
38584,4525,882833,offer
38585,4526,882833,offer
38586,4527,882833,offer
38587,4528,882833,offer
38588,4530,882833,offer
38589,4531,882833,offer
38590,4536,882833,offer
38591,4537,882833,offer
38592,4541,882833,offer
38593,4542,882833,offer
38594,4543,882833,offer
38595,4545,882833,offer
38596,4546,882833,offer
38597,4549,882833,offer
38603,2214,882833,sign
38609,4127,882833,offer
38630,5290,882833,accept
110734,41437,882833,offer
108115,39509,882833,offer
108116,39510,882833,offer
108117,39511,882833,offer
108118,39512,882833,offer
38640,2858,882833,offer
38641,2859,882833,offer
108119,39514,882833,offer
38642,2860,882833,offer
108120,39516,882833,offer
38643,2861,882833,offer
38644,2862,882833,offer
108121,39517,882833,offer
38645,2863,882833,offer
38646,2864,882833,offer
108122,39519,882833,offer
38647,2865,882833,offer
38648,2866,882833,offer
108123,39520,882833,offer
38649,2867,882833,offer
38650,2868,882833,offer
108124,39521,882833,offer
38651,2870,882833,offer
38652,2871,882833,offer
38634,2851,882833,offer
38653,2872,882833,offer
4029,975,,cancel
38635,2853,882833,offer
38637,2855,882833,offer
38638,2856,882833,offer
38639,2857,882833,offer
38654,2873,882833,offer
38655,2874,882833,offer
108125,39522,882833,offer
38656,2875,882833,offer
38657,2877,882833,offer
108126,39524,882833,offer
38658,2878,882833,offer
38659,2879,882833,offer
108127,39525,882833,offer
38660,2880,882833,offer
38661,2881,882833,offer
108128,39526,882833,offer
38662,2882,882833,offer
38663,2883,882833,offer
108129,39527,882833,offer
38664,2884,882833,offer
38665,2885,882833,offer
108130,39529,882833,offer
38666,2886,882833,offer
38667,2887,882833,offer
108131,39530,882833,offer
38668,2889,882833,offer
38669,2890,882833,offer
108132,39531,882833,offer
38670,2891,882833,offer
38671,2892,882833,offer
38672,2893,882833,offer
4509,2233,2014199,add_payment_info
67674,34669,2356601,offer
67675,34670,2356601,offer
4516,2481,882833,offer
4517,1465,882833,retract
108133,39532,882833,offer
38673,2894,882833,offer
38674,2895,882833,offer
108134,39533,882833,offer
38675,2896,882833,offer
38676,2897,882833,offer
108135,39534,882833,offer
38677,2898,882833,offer
38678,2899,882833,offer
108136,39535,882833,offer
38679,2900,882833,offer
38680,2901,882833,offer
108137,39539,882833,offer
38681,2902,882833,offer
38682,2904,882833,offer
38683,3073,882833,offer
108138,39540,882833,offer
31378,2039,882833,offer
31379,2041,882833,offer
108139,39541,882833,offer
31380,2046,882833,offer
31381,2048,882833,offer
31382,2049,882833,offer
108140,39542,882833,offer
31383,2050,882833,offer
31384,2052,882833,offer
31385,2053,882833,offer
31386,2054,882833,offer
31387,2055,882833,offer
4579,2512,882833,offer
4582,2513,882833,offer
4583,1447,882833,retract
31388,2057,882833,offer
108141,39543,882833,offer
31389,2058,882833,offer
48961,26569,2368148,offer
31390,2060,882833,offer
31391,2061,882833,offer
31392,2063,882833,offer
31393,2064,882833,offer
31394,2065,882833,offer
31395,2066,882833,offer
31396,2067,882833,offer
31397,2070,882833,offer
31398,2071,882833,offer
31399,2073,882833,offer
31400,2074,882833,offer
31401,2076,882833,offer
31402,2078,882833,offer
31403,2080,882833,offer
31404,2081,882833,offer
31405,2082,882833,offer
31406,2083,882833,offer
31407,2084,882833,offer
31408,2086,882833,offer
31409,2087,882833,offer
31410,2088,882833,offer
31411,2089,882833,offer
31412,2090,882833,offer
31413,2567,882833,offer
31414,2625,882833,offer
7452,4059,882833,offer
7453,4060,882833,offer
7454,4061,882833,offer
7455,4062,882833,offer
31415,3293,882833,offer
108142,39545,882833,offer
31416,3296,882833,offer
31417,4117,882833,offer
31418,4118,882833,offer
31419,4120,882833,offer
31420,4122,882833,offer
108143,39546,882833,offer
31421,4123,882833,offer
31422,4124,882833,offer
31423,4125,882833,offer
31424,4126,882833,offer
108144,39547,882833,offer
31425,4128,882833,offer
31426,4129,882833,offer
31427,4130,882833,offer
31428,4131,882833,offer
31429,4132,882833,offer
31430,4133,882833,offer
31431,4135,882833,offer
31432,4136,882833,offer
48962,26570,2368148,offer
31433,4137,882833,offer
31434,4138,882833,offer
31435,4139,882833,offer
31436,4141,882833,offer
31437,4142,882833,offer
31438,4143,882833,offer
31439,4145,882833,offer
31440,4146,882833,offer
31441,4459,882833,offer
67676,34671,2356601,offer
31442,4460,882833,offer
31443,4461,882833,offer
31444,4462,882833,offer
31445,4463,882833,offer
108145,39548,882833,offer
31446,4464,882833,offer
31447,4465,882833,offer
121018,24122,,cancel
48963,26571,2368148,offer
67677,34672,2356601,offer
67678,34673,2356601,offer
67679,34674,2356601,offer
67680,34675,2356601,offer
67681,34676,2356601,offer
67682,34677,2356601,offer
67683,34678,2356601,offer
67684,34679,2356601,offer
31448,4466,882833,offer
31449,4467,882833,offer
31450,4468,882833,offer
31451,4469,882833,offer
31452,4470,882833,offer
31453,4471,882833,offer
31454,4472,882833,offer
31455,4473,882833,offer
31456,4474,882833,offer
31457,4475,882833,offer
31458,4476,882833,offer
31459,4477,882833,offer
31460,4478,882833,offer
31461,4479,882833,offer
31462,4480,882833,offer
10242,4472,882833,offer
31463,4481,882833,offer
31464,4482,882833,offer
121019,24127,,cancel
48964,26572,2368148,offer
48965,26573,2368148,offer
67685,34680,2356601,offer
31465,4483,882833,offer
31466,4484,882833,offer
31467,4485,882833,offer
31468,4486,882833,offer
31469,4488,882833,offer
31470,4491,882833,offer
31471,4492,882833,offer
31472,4493,882833,offer
31473,4494,882833,offer
31474,4496,882833,offer
31475,4497,882833,offer
31476,4498,882833,offer
31477,4499,882833,offer
31478,4502,882833,offer
31479,4503,882833,offer
31480,4504,882833,offer
31481,4506,882833,offer
31482,4508,882833,offer
31483,4509,882833,offer
31484,4510,882833,offer
31485,4511,882833,offer
10265,4495,882833,offer
10267,4497,882833,offer
10268,4498,882833,offer
10269,4499,882833,offer
10270,4500,882833,offer
10271,4501,882833,offer
31486,4512,882833,offer
31487,4513,882833,offer
31488,4516,882833,offer
31489,4518,882833,offer
108146,39549,882833,offer
31490,4519,882833,offer
108147,39550,882833,offer
31491,4520,882833,offer
31492,4521,882833,offer
31493,4522,882833,offer
108148,39551,882833,offer
31494,4523,882833,offer
31495,4524,882833,offer
108149,39552,882833,offer
31496,4525,882833,offer
31497,4526,882833,offer
5740,3226,2028115,offer
31498,4527,882833,offer
31499,4528,882833,offer
31500,4530,882833,offer
4606,1493,1959776,offer
108150,39553,882833,offer
108151,39554,882833,offer
108152,39555,882833,offer
4640,2545,882833,offer
4643,2546,882833,offer
4646,2547,882833,offer
111509,41453,882833,offer
4635,1278,882833,retract
4638,1276,882833,retract
4641,1275,882833,retract
4644,1274,882833,retract
4647,1270,882833,retract
31501,4531,882833,offer
31502,4533,882833,offer
108153,39556,882833,offer
31503,4536,882833,offer
31504,4537,882833,offer
108154,39557,882833,offer
31505,4538,882833,offer
108155,39558,882833,offer
31506,4539,882833,offer
121020,24135,,cancel
31507,4540,882833,offer
31508,4541,882833,offer
31509,4542,882833,offer
31510,4543,882833,offer
67686,34681,2356601,offer
4038,979,,cancel
31511,4545,882833,offer
31512,4546,882833,offer
31513,4547,882833,offer
31514,4548,882833,offer
31515,4549,882833,offer
31516,4550,882833,offer
31517,4551,882833,offer
31518,4552,882833,offer
31519,4553,882833,offer
31520,4554,882833,offer
31521,4555,882833,offer
31522,4556,882833,offer
31523,4558,882833,offer
31524,4559,882833,offer
31525,4560,882833,offer
31526,4561,882833,offer
9202,4225,882833,sign
31527,4562,882833,offer
31528,4590,882833,offer
121021,24137,,cancel
31529,4591,882833,offer
31530,4592,882833,offer
31531,4594,882833,offer
31532,4595,882833,offer
31533,4596,882833,offer
31534,4597,882833,offer
31535,4598,882833,offer
31536,4599,882833,offer
31537,4601,882833,offer
31538,4602,882833,offer
31539,4603,882833,offer
31540,4604,882833,offer
31541,4605,882833,offer
31542,4606,882833,offer
31543,4607,882833,offer
31544,4608,882833,offer
31545,4609,882833,offer
31546,4610,882833,offer
31547,4611,882833,offer
31548,4612,882833,offer
31549,4613,882833,offer
31550,4614,882833,offer
31551,4615,882833,offer
7492,2052,882833,offer
7493,2053,882833,offer
7494,2054,882833,offer
7495,2055,882833,offer
7496,2056,882833,offer
7497,2057,882833,offer
7498,2058,882833,offer
31552,4616,882833,offer
108156,39559,882833,offer
31571,4678,882833,offer
108157,39560,882833,offer
31572,4679,882833,offer
38795,1966,882833,offer
121022,24157,,cancel
38796,1967,882833,offer
38797,1968,882833,offer
38798,1969,882833,offer
38799,1970,882833,offer
38800,1971,882833,offer
38801,1972,882833,offer
38802,2031,882833,offer
38803,2034,882833,offer
38804,2035,882833,offer
38805,2036,882833,offer
38806,2037,882833,offer
38807,2039,882833,offer
38808,2041,882833,offer
38809,2046,882833,offer
38810,2048,882833,offer
38811,2049,882833,offer
38812,2050,882833,offer
38813,2052,882833,offer
38814,2053,882833,offer
67687,34682,2356601,offer
67688,34683,2356601,offer
67689,34684,2356601,offer
67690,34685,2356601,offer
67691,34686,2356601,offer
67692,34687,2356601,offer
67693,34688,2356601,offer
38815,2054,882833,offer
38816,2055,882833,offer
38817,2057,882833,offer
38818,2058,882833,offer
38819,2060,882833,offer
38820,2061,882833,offer
38821,2063,882833,offer
38822,2064,882833,offer
38823,2065,882833,offer
38824,2066,882833,offer
38825,2067,882833,offer
38826,2070,882833,offer
67694,34689,2356601,offer
108158,39561,882833,offer
38827,2071,882833,offer
108159,39562,882833,offer
38828,2073,882833,offer
38829,2074,882833,offer
108210,3978,882833,offer
38830,2076,882833,offer
4680,2565,,cancel
108211,3985,882833,offer
4682,2370,,cancel
108212,3990,882833,offer
38831,2078,882833,offer
38832,2080,882833,offer
38833,2081,882833,offer
38834,2082,882833,offer
38835,2083,882833,offer
38836,2084,882833,offer
38837,2086,882833,offer
4689,2568,2110205,offer
4705,2095,85963,offer
38838,2087,882833,offer
108162,3976,882833,offer
108163,3977,882833,offer
108164,3980,882833,offer
38839,2088,882833,offer
108165,3981,882833,offer
48966,26574,2368148,offer
108166,3986,882833,offer
108167,3988,882833,offer
108168,3992,882833,offer
108169,3993,882833,offer
108170,3994,882833,offer
48967,26575,2368148,offer
4739,1983,1506797,retract
38840,2089,882833,offer
38841,2090,882833,offer
38842,2567,882833,offer
38849,3404,882833,offer
4050,987,,cancel
38850,3405,882833,offer
38851,3408,882833,offer
31651,4127,882833,offer
38852,3409,882833,offer
38853,3411,882833,offer
38854,4078,882833,offer
38855,4079,882833,offer
4058,632,,cancel
4061,639,,cancel
4064,640,,cancel
4067,658,,cancel
4070,661,,cancel
4716,2581,882833,offer
4721,2582,882833,offer
38856,4080,882833,offer
38857,4082,882833,offer
38858,4083,882833,offer
38859,4084,882833,offer
38860,4086,882833,offer
38861,4087,882833,offer
38862,4089,882833,offer
38863,4090,882833,offer
38864,4091,882833,offer
38865,4092,882833,offer
38866,4093,882833,offer
38867,4094,882833,offer
38868,4096,882833,offer
38869,4097,882833,offer
38870,4099,882833,offer
38871,4100,882833,offer
38872,4101,882833,offer
121041,24315,,cancel
38873,4102,882833,offer
38874,4103,882833,offer
38875,4104,882833,offer
7573,4120,882833,offer
7574,4121,882833,offer
7575,4122,882833,offer
7576,4123,882833,offer
7577,4124,882833,offer
7578,4125,882833,offer
7579,4126,882833,offer
7580,4127,882833,offer
7581,4128,882833,offer
7582,4129,882833,offer
7583,4130,882833,offer
7584,4131,882833,offer
7585,4132,882833,offer
38876,4105,882833,offer
38877,4107,882833,offer
38878,4108,882833,offer
38879,4109,882833,offer
38880,4110,882833,offer
38881,4111,882833,offer
48968,26576,2368148,offer
38882,4113,882833,offer
38894,4128,882833,offer
38896,4130,882833,offer
38897,4131,882833,offer
38898,4132,882833,offer
111524,41454,882833,offer
31695,13,882833,offer
31696,37,882833,offer
31697,38,882833,offer
31698,39,882833,offer
31699,40,882833,offer
31700,41,882833,offer
31701,42,882833,offer
31703,44,882833,offer
31704,45,882833,offer
31705,46,882833,offer
31706,48,882833,offer
31707,50,882833,offer
31708,51,882833,offer
31709,53,882833,offer
7594,4141,882833,offer
7595,4142,882833,offer
31710,54,882833,offer
31711,55,882833,offer
31712,56,882833,offer
112954,41460,882833,offer
38899,4133,882833,offer
38900,4135,882833,offer
111543,41468,2356601,offer
111546,41471,2356601,offer
111557,41482,2356601,offer
111561,41486,2356601,offer
113025,41509,2356601,offer
111600,41523,2356601,offer
67695,34690,2356601,offer
